11-05-2025 13:07:41 RAM 15340/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,1%@1574,2%@1574,0%@1574,0%@729,0%@729,0%@729,2%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.75C soc0@41.218C gpu@40.156C tj@43.812C soc1@40.75C VDD_GPU_SOC 2399mW/2399mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2712mW/2712mW
11-05-2025 13:07:53 RAM 15363/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [4%@1728,5%@729,6%@729,5%@729,7%@729,10%@729,25%@729,25%@729,off,off,off,off] EMC_FREQ 22%@665 GR3D_FREQ 57%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.968C soc2@40.656C soc0@41.25C gpu@40.281C tj@43.968C soc1@40.593C VDD_GPU_SOC 3998mW/2499mW VDD_CPU_CV 399mW/432mW VIN_SYS_5V0 3824mW/2797mW
11-05-2025 13:07:54 RAM 15363/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@1728,3%@729,3%@729,2%@729,3%@729,1%@729,50%@729,1%@729,off,off,off,off] EMC_FREQ 24%@665 GR3D_FREQ 54%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.875C soc2@40.656C soc0@41.218C gpu@40.687C tj@43.875C soc1@40.781C VDD_GPU_SOC 3998mW/2614mW VDD_CPU_CV 399mW/430mW VIN_SYS_5V0 3824mW/2876mW
11-05-2025 13:07:55 RAM 15363/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@1728,2%@729,3%@729,2%@729,4%@729,47%@729,5%@729,1%@729,off,off,off,off] EMC_FREQ 25%@665 GR3D_FREQ 83%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.187C soc2@40.781C soc0@41.312C gpu@40.437C tj@44.187C soc1@40.656C VDD_GPU_SOC 3998mW/2713mW VDD_CPU_CV 399mW/428mW VIN_SYS_5V0 3717mW/2936mW
11-05-2025 13:07:56 RAM 15363/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,1%@729,0%@729,1%@729,1%@729,50%@729,1%@729,0%@729,off,off,off,off] EMC_FREQ 25%@665 GR3D_FREQ 15%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44C soc2@40.781C soc0@41.218C gpu@40.843C tj@44C soc1@40.562C VDD_GPU_SOC 3998mW/2799mW VDD_CPU_CV 399mW/426mW VIN_SYS_5V0 3723mW/2989mW
11-05-2025 13:07:57 RAM 15362/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [10%@1728,3%@729,1%@729,4%@729,6%@729,0%@729,25%@729,0%@729,off,off,off,off] EMC_FREQ 18%@665 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.031C soc2@40.75C soc0@41.25C gpu@40.437C tj@44.031C soc1@40.531C VDD_GPU_SOC 2798mW/2799mW VDD_CPU_CV 399mW/424mW VIN_SYS_5V0 3215mW/3003mW
11-05-2025 13:07:58 RAM 15362/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 26%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.718C soc0@41.312C gpu@40.218C tj@43.718C soc1@40.593C VDD_GPU_SOC 2399mW/2775mW VDD_CPU_CV 399mW/423mW VIN_SYS_5V0 2712mW/2986mW
11-05-2025 13:07:59 RAM 15362/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,2%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.906C soc2@40.718C soc0@41.312C gpu@40.218C tj@43.906C soc1@40.562C VDD_GPU_SOC 1999mW/2732mW VDD_CPU_CV 399mW/421mW VIN_SYS_5V0 2512mW/2959mW
11-05-2025 13:08:00 RAM 15362/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,2%@729,0%@729,0%@729,1%@729,off,off,off,off] EMC_FREQ 5%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.031C soc2@40.593C soc0@41.375C gpu@40.218C tj@44.031C soc1@40.718C VDD_GPU_SOC 1999mW/2693mW VDD_CPU_CV 399mW/420mW VIN_SYS_5V0 2411mW/2931mW
11-05-2025 13:08:01 RAM 15362/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.625C soc2@40.593C soc0@41.218C gpu@40.218C tj@43.625C soc1@40.781C VDD_GPU_SOC 1998mW/2659mW VDD_CPU_CV 399mW/419mW VIN_SYS_5V0 2411mW/2905mW
11-05-2025 13:08:02 RAM 15362/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [4%@729,0%@729,3%@729,13%@729,7%@729,1%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.656C soc2@40.656C soc0@41.312C gpu@40.218C tj@43.656C soc1@40.812C VDD_GPU_SOC 1999mW/2627mW VDD_CPU_CV 399mW/418mW VIN_SYS_5V0 2712mW/2895mW
11-05-2025 13:08:03 RAM 15363/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,3%@729,1%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.625C soc2@40.593C soc0@41.343C gpu@40.218C tj@43.625C soc1@40.75C VDD_GPU_SOC 1999mW/2599mW VDD_CPU_CV 399mW/417mW VIN_SYS_5V0 2411mW/2873mW
11-05-2025 13:08:04 RAM 15363/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,1%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.875C soc2@40.593C soc0@41.312C gpu@40.218C tj@43.75C soc1@40.656C VDD_GPU_SOC 1998mW/2573mW VDD_CPU_CV 399mW/416mW VIN_SYS_5V0 2411mW/2853mW
11-05-2025 13:08:05 RAM 15363/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,2%@729,0%@729,1%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.625C soc2@40.593C soc0@41.343C gpu@40.218C tj@43.625C soc1@40.656C VDD_GPU_SOC 1999mW/2549mW VDD_CPU_CV 399mW/416mW VIN_SYS_5V0 2411mW/2835mW
11-05-2025 13:08:06 RAM 15363/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.718C soc0@41.312C gpu@40.218C tj@43.593C soc1@40.687C VDD_GPU_SOC 1999mW/2527mW VDD_CPU_CV 399mW/415mW VIN_SYS_5V0 2411mW/2818mW
11-05-2025 13:08:07 RAM 15363/62841MB (lfb 741x4MB) SWAP 0/31420MB (cached 0MB) CPU [11%@729,0%@729,1%@729,7%@729,4%@729,4%@729,0%@729,1%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.687C soc2@40.593C soc0@41.187C gpu@40.218C tj@43.687C soc1@40.781C VDD_GPU_SOC 1999mW/2506mW VDD_CPU_CV 399mW/414mW VIN_SYS_5V0 2612mW/2810mW
