10-22-2025 15:55:52 RAM 14936/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,0%@729,7%@862,1%@1344,0%@729,0%@729,0%@729,5%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.5C soc0@41.062C gpu@39.875C tj@43.718C soc1@40.562C VDD_GPU_SOC 2398mW/2398mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2913mW/2913mW
10-22-2025 15:56:03 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [28%@1728,58%@1728,1%@1728,2%@1728,0%@729,0%@729,2%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.781C soc2@40.656C soc0@41.093C gpu@39.968C tj@43.781C soc1@40.343C VDD_GPU_SOC 3198mW/2332mW VDD_CPU_CV 1199mW/532mW VIN_SYS_5V0 3321mW/2680mW
10-22-2025 15:56:04 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [36%@1728,51%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.687C soc2@40.656C soc0@41.031C gpu@39.906C tj@43.687C soc1@40.593C VDD_GPU_SOC 3198mW/2398mW VDD_CPU_CV 1199mW/584mW VIN_SYS_5V0 3321mW/2729mW
10-22-2025 15:56:05 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [10%@1728,77%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.562C soc0@41.062C gpu@40.156C tj@43.718C soc1@40.562C VDD_GPU_SOC 2798mW/2427mW VDD_CPU_CV 1199mW/628mW VIN_SYS_5V0 3315mW/2771mW
10-22-2025 15:56:06 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [35%@1728,49%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44C soc2@40.593C soc0@41.187C gpu@40.062C tj@44C soc1@40.468C VDD_GPU_SOC 2798mW/2452mW VDD_CPU_CV 1199mW/666mW VIN_SYS_5V0 3315mW/2807mW
10-22-2025 15:56:07 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,86%@1728,0%@1728,0%@1728,1%@1497,0%@1497,4%@1497,0%@1497,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.062C soc2@40.625C soc0@41.187C gpu@40.156C tj@44.062C soc1@40.468C VDD_GPU_SOC 3198mW/2498mW VDD_CPU_CV 1199mW/699mW VIN_SYS_5V0 3321mW/2839mW
10-22-2025 15:56:08 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [36%@1728,48%@1728,0%@1728,0%@1728,0%@729,0%@729,2%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.656C soc0@41.031C gpu@40.187C tj@43.812C soc1@40.468C VDD_GPU_SOC 3198mW/2539mW VDD_CPU_CV 1199mW/728mW VIN_SYS_5V0 3315mW/2867mW
10-22-2025 15:56:09 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@1728,87%@1728,1%@1728,1%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.531C soc0@41C gpu@39.906C tj@43.812C soc1@40.562C VDD_GPU_SOC 3198mW/2576mW VDD_CPU_CV 1199mW/755mW VIN_SYS_5V0 3315mW/2892mW
10-22-2025 15:56:10 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,50%@1728,38%@1728,1%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.062C soc2@40.625C soc0@41.218C gpu@39.906C tj@44.062C soc1@40.5C VDD_GPU_SOC 3198mW/2609mW VDD_CPU_CV 1199mW/778mW VIN_SYS_5V0 3315mW/2914mW
10-22-2025 15:56:11 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,81%@1728,7%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.937C soc2@40.656C soc0@41.156C gpu@39.937C tj@43.937C soc1@40.437C VDD_GPU_SOC 3198mW/2638mW VDD_CPU_CV 1199mW/799mW VIN_SYS_5V0 3315mW/2935mW
10-22-2025 15:56:12 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1574,1%@1574,1%@1574,1%@1574,3%@1728,77%@1728,0%@1728,3%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 30%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44C soc2@40.593C soc0@41.125C gpu@39.937C tj@44C soc1@40.468C VDD_GPU_SOC 2798mW/2646mW VDD_CPU_CV 1199mW/818mW VIN_SYS_5V0 3321mW/2953mW
10-22-2025 15:56:13 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,2%@729,0%@729,7%@1728,77%@1728,0%@1728,2%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.218C soc2@40.593C soc0@41.062C gpu@40.062C tj@44.218C soc1@40.375C VDD_GPU_SOC 3198mW/2671mW VDD_CPU_CV 1199mW/835mW VIN_SYS_5V0 3321mW/2970mW
10-22-2025 15:56:14 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,38%@1728,46%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.031C soc2@40.531C soc0@41.093C gpu@40.343C tj@44.031C soc1@40.687C VDD_GPU_SOC 3198mW/2694mW VDD_CPU_CV 1199mW/851mW VIN_SYS_5V0 3321mW/2985mW
10-22-2025 15:56:15 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,1%@729,48%@1728,40%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.156C soc2@40.562C soc0@41.125C gpu@40.281C tj@44.156C soc1@40.5C VDD_GPU_SOC 3198mW/2715mW VDD_CPU_CV 1199mW/866mW VIN_SYS_5V0 3315mW/2999mW
10-22-2025 15:56:16 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,40%@1728,38%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.406C soc2@40.593C soc0@41.093C gpu@40.062C tj@44.031C soc1@40.625C VDD_GPU_SOC 3197mW/2734mW VDD_CPU_CV 1199mW/879mW VIN_SYS_5V0 3321mW/3012mW
10-22-2025 15:56:17 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@1497,1%@1497,0%@1497,0%@1497,29%@1728,55%@1728,0%@1728,1%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44C soc2@40.656C soc0@41.156C gpu@40.312C tj@44C soc1@40.531C VDD_GPU_SOC 3198mW/2752mW VDD_CPU_CV 1199mW/891mW VIN_SYS_5V0 3321mW/3023mW
10-22-2025 15:56:18 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,0%@729,1%@729,0%@1728,82%@1728,0%@1728,4%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.312C soc2@40.656C soc0@41.187C gpu@39.968C tj@44.312C soc1@40.531C VDD_GPU_SOC 2798mW/2754mW VDD_CPU_CV 1199mW/903mW VIN_SYS_5V0 3315mW/3034mW
10-22-2025 15:56:19 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,1%@729,0%@729,0%@1728,88%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.125C soc2@40.656C soc0@41.125C gpu@40C tj@44.125C soc1@40.468C VDD_GPU_SOC 3198mW/2770mW VDD_CPU_CV 1199mW/913mW VIN_SYS_5V0 3321mW/3045mW
10-22-2025 15:56:20 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,87%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.906C soc2@40.687C soc0@41.156C gpu@40.187C tj@43.906C soc1@40.562C VDD_GPU_SOC 3198mW/2784mW VDD_CPU_CV 1199mW/923mW VIN_SYS_5V0 3315mW/3054mW
10-22-2025 15:56:21 RAM 14940/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,32%@1728,55%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.343C soc2@40.625C soc0@41.156C gpu@39.968C tj@44.343C soc1@40.406C VDD_GPU_SOC 3198mW/2798mW VDD_CPU_CV 1199mW/932mW VIN_SYS_5V0 3321mW/3063mW
10-22-2025 15:56:22 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,1%@729,0%@729,45%@1728,36%@1728,0%@1728,1%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.312C soc2@40.625C soc0@41.187C gpu@40.156C tj@44.312C soc1@40.5C VDD_GPU_SOC 3198mW/2811mW VDD_CPU_CV 1199mW/941mW VIN_SYS_5V0 3321mW/3071mW
10-22-2025 15:56:23 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [4%@729,0%@729,1%@729,2%@729,39%@1728,0%@1728,2%@1728,52%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.843C soc2@40.562C soc0@41.125C gpu@40.156C tj@43.843C soc1@40.718C VDD_GPU_SOC 3198mW/2823mW VDD_CPU_CV 1199mW/949mW VIN_SYS_5V0 3321mW/3079mW
10-22-2025 15:56:24 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,0%@1728,80%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 32%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.968C soc2@40.562C soc0@41.062C gpu@40.437C tj@43.968C soc1@40.656C VDD_GPU_SOC 2797mW/2822mW VDD_CPU_CV 1199mW/957mW VIN_SYS_5V0 3215mW/3083mW
10-22-2025 15:56:25 RAM 14942/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,78%@1728,0%@1728,0%@1728,9%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.093C soc2@40.656C soc0@41.156C gpu@40.031C tj@44.093C soc1@40.656C VDD_GPU_SOC 3197mW/2833mW VDD_CPU_CV 1199mW/964mW VIN_SYS_5V0 3315mW/3090mW
10-22-2025 15:56:26 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,17%@1728,0%@1728,0%@1728,62%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.906C soc2@40.531C soc0@41.218C gpu@40.343C tj@43.906C soc1@40.593C VDD_GPU_SOC 2797mW/2832mW VDD_CPU_CV 1199mW/970mW VIN_SYS_5V0 3321mW/3096mW
10-22-2025 15:56:27 RAM 14942/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1420,0%@1420,0%@1420,0%@1420,53%@1728,0%@1728,1%@1728,32%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.437C soc2@40.656C soc0@41.25C gpu@40.312C tj@44.437C soc1@40.531C VDD_GPU_SOC 3197mW/2842mW VDD_CPU_CV 1199mW/977mW VIN_SYS_5V0 3315mW/3103mW
10-22-2025 15:56:28 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [5%@729,1%@729,1%@729,0%@729,89%@1728,0%@1728,4%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.187C soc2@40.687C soc0@41.218C gpu@40.031C tj@44.187C soc1@40.5C VDD_GPU_SOC 3198mW/2852mW VDD_CPU_CV 1199mW/983mW VIN_SYS_5V0 3321mW/3108mW
10-22-2025 15:56:29 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,0%@729,0%@729,1%@729,37%@729,0%@729,1%@729,0%@729,off,off,off,off] EMC_FREQ 5%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.781C soc2@40.5C soc0@41.187C gpu@39.843C tj@43.781C soc1@40.531C VDD_GPU_SOC 2399mW/2840mW VDD_CPU_CV 399mW/967mW VIN_SYS_5V0 2712mW/3098mW
10-22-2025 15:56:30 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,1%@729,1%@729,0%@729,2%@729,1%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.875C soc2@40.593C soc0@41.187C gpu@39.937C tj@43.875C soc1@40.437C VDD_GPU_SOC 2399mW/2829mW VDD_CPU_CV 399mW/953mW VIN_SYS_5V0 2512mW/3083mW
10-22-2025 15:56:31 RAM 14941/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.468C soc2@40.593C soc0@41.312C gpu@39.937C tj@43.468C soc1@40.625C VDD_GPU_SOC 1999mW/2808mW VDD_CPU_CV 399mW/939mW VIN_SYS_5V0 2512mW/3069mW
10-22-2025 15:56:33 RAM 14942/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [4%@1497,0%@729,1%@729,4%@729,0%@1303,0%@729,9%@729,0%@729,off,off,off,off] EMC_FREQ 0%@665 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.593C soc2@40.5C soc0@41.125C gpu@39.937C tj@43.593C soc1@40.406C VDD_GPU_SOC 1999mW/2788mW VDD_CPU_CV 399mW/926mW VIN_SYS_5V0 2712mW/3060mW
10-22-2025 15:56:34 RAM 14942/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,2%@729,1%@729,1%@729,1%@729,3%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.593C soc0@41.156C gpu@39.937C tj@43.718C soc1@40.468C VDD_GPU_SOC 1999mW/2770mW VDD_CPU_CV 399mW/913mW VIN_SYS_5V0 2411mW/3045mW
10-22-2025 15:56:35 RAM 14942/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,1%@729,2%@729,2%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.843C soc2@40.531C soc0@41C gpu@39.937C tj@43.843C soc1@40.406C VDD_GPU_SOC 1999mW/2752mW VDD_CPU_CV 399mW/901mW VIN_SYS_5V0 2411mW/3030mW
