10-15-2025 16:49:16 RAM 14110/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [5%@1728,0%@729,0%@729,0%@729,1%@1420,5%@1574,0%@1574,0%@1574,off,off,off,off] EMC_FREQ 3%@665 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.125C soc2@43.093C soc0@43.625C gpu@42.468C tj@46.125C soc1@43.093C VDD_GPU_SOC 2398mW/2398mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2813mW/2813mW
10-15-2025 16:49:27 RAM 14110/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [65%@1728,23%@1728,0%@1728,2%@1728,0%@729,0%@729,0%@729,1%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.156C soc2@43.187C soc0@43.5C gpu@42.75C tj@46.25C soc1@43.093C VDD_GPU_SOC 2797mW/2231mW VDD_CPU_CV 1199mW/532mW VIN_SYS_5V0 3315mW/2671mW
10-15-2025 16:49:28 RAM 14110/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [56%@1728,30%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.468C soc2@43.093C soc0@43.75C gpu@42.75C tj@46.468C soc1@43.031C VDD_GPU_SOC 2797mW/2275mW VDD_CPU_CV 1199mW/584mW VIN_SYS_5V0 3315mW/2720mW
10-15-2025 16:49:29 RAM 14110/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,80%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.437C soc2@43.156C soc0@43.593C gpu@42.687C tj@46.437C soc1@42.968C VDD_GPU_SOC 2797mW/2312mW VDD_CPU_CV 1199mW/628mW VIN_SYS_5V0 3315mW/2763mW
10-15-2025 16:49:30 RAM 14110/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [31%@1728,55%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.312C soc2@43.187C soc0@43.531C gpu@42.75C tj@46.312C soc1@43.156C VDD_GPU_SOC 2797mW/2344mW VDD_CPU_CV 1199mW/666mW VIN_SYS_5V0 3315mW/2799mW
10-15-2025 16:49:31 RAM 14108/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [72%@1728,16%@1728,1%@1728,4%@1728,4%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.281C soc2@43.218C soc0@43.718C gpu@42.75C tj@46.281C soc1@43C VDD_GPU_SOC 2798mW/2373mW VDD_CPU_CV 1199mW/699mW VIN_SYS_5V0 3315mW/2832mW
10-15-2025 16:49:32 RAM 14108/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [17%@1728,67%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 32%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.687C soc2@43.156C soc0@43.687C gpu@42.687C tj@46.687C soc1@43C VDD_GPU_SOC 2798mW/2398mW VDD_CPU_CV 1199mW/728mW VIN_SYS_5V0 3315mW/2860mW
10-15-2025 16:49:33 RAM 14108/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [4%@1728,80%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.281C soc2@43.125C soc0@43.562C gpu@42.437C tj@46.281C soc1@43.156C VDD_GPU_SOC 2798mW/2420mW VDD_CPU_CV 1199mW/755mW VIN_SYS_5V0 3315mW/2885mW
10-15-2025 16:49:34 RAM 14108/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [66%@1728,21%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.218C soc2@43.312C soc0@43.718C gpu@42.5C tj@46.218C soc1@43.031C VDD_GPU_SOC 2797mW/2440mW VDD_CPU_CV 1199mW/778mW VIN_SYS_5V0 3315mW/2908mW
10-15-2025 16:49:35 RAM 14108/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [45%@1728,44%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.562C soc2@43.062C soc0@43.593C gpu@42.468C tj@46.562C soc1@42.968C VDD_GPU_SOC 2797mW/2458mW VDD_CPU_CV 1199mW/799mW VIN_SYS_5V0 3315mW/2928mW
10-15-2025 16:49:36 RAM 14104/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [27%@1728,61%@1728,1%@1728,2%@1728,3%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.468C soc2@43.093C soc0@43.593C gpu@42.468C tj@46.468C soc1@43.125C VDD_GPU_SOC 2798mW/2474mW VDD_CPU_CV 1199mW/818mW VIN_SYS_5V0 3315mW/2947mW
10-15-2025 16:49:37 RAM 14099/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@1728,12%@1728,72%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.343C soc2@43.125C soc0@43.812C gpu@42.468C tj@46.343C soc1@43.031C VDD_GPU_SOC 2798mW/2489mW VDD_CPU_CV 1199mW/835mW VIN_SYS_5V0 3315mW/2963mW
10-15-2025 16:49:38 RAM 14099/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@1728,80%@1728,1%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.437C soc2@43.187C soc0@43.687C gpu@42.468C tj@46.437C soc1@43.062C VDD_GPU_SOC 2798mW/2502mW VDD_CPU_CV 1199mW/851mW VIN_SYS_5V0 3315mW/2979mW
10-15-2025 16:49:39 RAM 14099/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,3%@1728,79%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.25C soc2@43.093C soc0@43.562C gpu@42.968C tj@46.25C soc1@42.843C VDD_GPU_SOC 2798mW/2514mW VDD_CPU_CV 1199mW/866mW VIN_SYS_5V0 3315mW/2993mW
10-15-2025 16:49:40 RAM 14099/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@1728,48%@1728,32%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.25C soc2@43.093C soc0@43.562C gpu@43C tj@46.25C soc1@43.062C VDD_GPU_SOC 2798mW/2526mW VDD_CPU_CV 1199mW/879mW VIN_SYS_5V0 3315mW/3006mW
10-15-2025 16:49:41 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [27%@1728,6%@1728,61%@1728,2%@1728,4%@729,1%@729,4%@729,1%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.656C soc2@43.25C soc0@43.656C gpu@42.937C tj@46.656C soc1@42.968C VDD_GPU_SOC 2797mW/2536mW VDD_CPU_CV 1598mW/907mW VIN_SYS_5V0 3315mW/3018mW
10-15-2025 16:49:42 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [18%@1728,3%@1728,66%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.406C soc2@43.125C soc0@43.625C gpu@42.906C tj@46.406C soc1@43C VDD_GPU_SOC 2797mW/2546mW VDD_CPU_CV 1199mW/917mW VIN_SYS_5V0 3315mW/3029mW
10-15-2025 16:49:43 RAM 14104/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [16%@1728,46%@1728,22%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.375C soc2@43.125C soc0@43.562C gpu@42.906C tj@46.375C soc1@43.125C VDD_GPU_SOC 2797mW/2555mW VDD_CPU_CV 1199mW/928mW VIN_SYS_5V0 3315mW/3039mW
10-15-2025 16:49:44 RAM 14104/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [60%@1728,28%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.187C soc2@43.281C soc0@43.718C gpu@42.781C tj@46.187C soc1@42.968C VDD_GPU_SOC 2797mW/2563mW VDD_CPU_CV 1199mW/937mW VIN_SYS_5V0 3315mW/3048mW
10-15-2025 16:49:45 RAM 14104/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [5%@729,2%@729,0%@729,1%@729,8%@1728,15%@1728,0%@1728,54%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.781C soc2@43.125C soc0@43.718C gpu@42.562C tj@46.781C soc1@43C VDD_GPU_SOC 2798mW/2571mW VDD_CPU_CV 1199mW/946mW VIN_SYS_5V0 3315mW/3057mW
10-15-2025 16:49:46 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [4%@729,2%@729,2%@729,3%@729,0%@1728,28%@1728,0%@1728,56%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.562C soc2@43.156C soc0@43.687C gpu@42.562C tj@46.562C soc1@42.968C VDD_GPU_SOC 2798mW/2578mW VDD_CPU_CV 1199mW/954mW VIN_SYS_5V0 3315mW/3066mW
10-15-2025 16:49:47 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,1%@729,1%@729,0%@1728,56%@1728,0%@1728,32%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.343C soc2@43.093C soc0@43.656C gpu@42.812C tj@46.343C soc1@42.937C VDD_GPU_SOC 2798mW/2585mW VDD_CPU_CV 1199mW/961mW VIN_SYS_5V0 3315mW/3073mW
10-15-2025 16:49:48 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,4%@1728,0%@1728,0%@1728,80%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.5C soc2@43.093C soc0@43.687C gpu@42.531C tj@46.5C soc1@43C VDD_GPU_SOC 2798mW/2592mW VDD_CPU_CV 1199mW/969mW VIN_SYS_5V0 3315mW/3081mW
10-15-2025 16:49:49 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,35%@1728,0%@1728,0%@1728,50%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.437C soc2@43.062C soc0@43.531C gpu@42.718C tj@46.437C soc1@43.031C VDD_GPU_SOC 2798mW/2598mW VDD_CPU_CV 1199mW/975mW VIN_SYS_5V0 3315mW/3088mW
10-15-2025 16:49:50 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,13%@1728,0%@1728,0%@1728,71%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.281C soc2@43.125C soc0@43.562C gpu@42.718C tj@46.281C soc1@43.187C VDD_GPU_SOC 2798mW/2603mW VDD_CPU_CV 1199mW/982mW VIN_SYS_5V0 3315mW/3094mW
10-15-2025 16:49:51 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,2%@729,1%@729,4%@729,5%@1728,0%@1728,0%@1728,79%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.593C soc2@43.062C soc0@43.625C gpu@42.531C tj@46.593C soc1@43.093C VDD_GPU_SOC 2798mW/2609mW VDD_CPU_CV 1199mW/988mW VIN_SYS_5V0 3315mW/3100mW
10-15-2025 16:49:52 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,2%@729,1%@729,0%@729,68%@1728,0%@1728,0%@1728,14%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.687C soc2@43.062C soc0@43.75C gpu@42.687C tj@46.687C soc1@43.031C VDD_GPU_SOC 2798mW/2614mW VDD_CPU_CV 1199mW/994mW VIN_SYS_5V0 3315mW/3106mW
10-15-2025 16:49:53 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,42%@1728,0%@1728,0%@1728,40%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.562C soc2@43.187C soc0@43.75C gpu@42.687C tj@46.562C soc1@43C VDD_GPU_SOC 2798mW/2619mW VDD_CPU_CV 1199mW/999mW VIN_SYS_5V0 3315mW/3111mW
10-15-2025 16:49:54 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,28%@1728,0%@1728,0%@1728,56%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.625C soc2@43.062C soc0@43.625C gpu@42.593C tj@46.625C soc1@42.937C VDD_GPU_SOC 2798mW/2623mW VDD_CPU_CV 1199mW/1004mW VIN_SYS_5V0 3315mW/3117mW
10-15-2025 16:49:55 RAM 14105/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,0%@729,0%@729,32%@1728,0%@1728,0%@1728,52%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.75C soc2@43.093C soc0@43.562C gpu@42.906C tj@46.75C soc1@43C VDD_GPU_SOC 2798mW/2628mW VDD_CPU_CV 1199mW/1009mW VIN_SYS_5V0 3315mW/3122mW
10-15-2025 16:49:56 RAM 14106/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [6%@729,9%@729,1%@729,1%@729,33%@1728,0%@1651,0%@1651,46%@1651,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.875C soc2@43.187C soc0@43.718C gpu@42.718C tj@46.875C soc1@42.968C VDD_GPU_SOC 2798mW/2632mW VDD_CPU_CV 1199mW/1014mW VIN_SYS_5V0 3315mW/3126mW
10-15-2025 16:49:57 RAM 14103/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,0%@729,1%@729,61%@1728,0%@1728,0%@1728,25%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.25C soc2@43.093C soc0@43.656C gpu@42.562C tj@46.25C soc1@42.968C VDD_GPU_SOC 2798mW/2636mW VDD_CPU_CV 1199mW/1018mW VIN_SYS_5V0 3315mW/3131mW
10-15-2025 16:49:58 RAM 14103/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,52%@1728,0%@1728,0%@1728,31%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.906C soc2@43.093C soc0@43.593C gpu@42.5C tj@46.906C soc1@42.968C VDD_GPU_SOC 2798mW/2640mW VDD_CPU_CV 1199mW/1022mW VIN_SYS_5V0 3315mW/3135mW
