11-05-2025 15:14:43 RAM 16758/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@1728,0%@729,0%@729,6%@729,3%@1295,0%@1574,0%@1574,1%@1574,off,off,off,off] EMC_FREQ 3%@665 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.093C soc2@41.812C soc0@42.343C gpu@41.406C tj@45.093C soc1@41.906C VDD_GPU_SOC 2399mW/2399mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2813mW/2813mW
11-05-2025 15:14:57 RAM 16759/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,35%@1728,51%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 29%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.281C soc2@41.968C soc0@42.593C gpu@41.531C tj@45.281C soc1@41.843C VDD_GPU_SOC 3198mW/2505mW VDD_CPU_CV 1199mW/666mW VIN_SYS_5V0 3321mW/2808mW
11-05-2025 15:14:58 RAM 16761/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@883,1%@729,2%@729,5%@729,0%@1728,89%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 29%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.75C soc2@41.968C soc0@42.468C gpu@41.5C tj@45.75C soc1@41.75C VDD_GPU_SOC 3197mW/2548mW VDD_CPU_CV 1199mW/699mW VIN_SYS_5V0 3421mW/2846mW
11-05-2025 15:14:59 RAM 16761/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,1%@729,0%@729,3%@729,0%@1728,95%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 27%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.437C soc2@41.968C soc0@42.406C gpu@41.343C tj@45.437C soc1@41.843C VDD_GPU_SOC 3198mW/2587mW VDD_CPU_CV 1199mW/728mW VIN_SYS_5V0 3315mW/2874mW
11-05-2025 15:15:01 RAM 16761/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@1728,95%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 28%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.281C soc2@41.937C soc0@42.562C gpu@41.5C tj@45.281C soc1@41.812C VDD_GPU_SOC 3198mW/2621mW VDD_CPU_CV 1199mW/755mW VIN_SYS_5V0 3315mW/2899mW
11-05-2025 15:15:02 RAM 16761/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,0%@729,0%@729,0%@1728,91%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 28%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.375C soc2@41.937C soc0@42.406C gpu@41.468C tj@45.375C soc1@41.781C VDD_GPU_SOC 3198mW/2651mW VDD_CPU_CV 1199mW/778mW VIN_SYS_5V0 3321mW/2921mW
11-05-2025 15:15:03 RAM 16761/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,52%@1728,41%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 28%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.593C soc2@41.937C soc0@42.437C gpu@41.281C tj@45.593C soc1@41.75C VDD_GPU_SOC 3198mW/2678mW VDD_CPU_CV 1199mW/799mW VIN_SYS_5V0 3416mW/2946mW
11-05-2025 15:15:04 RAM 16762/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [5%@806,2%@806,3%@806,0%@806,95%@1728,0%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 28%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.5C soc2@41.968C soc0@42.375C gpu@41.312C tj@45.5C soc1@41.843C VDD_GPU_SOC 3198mW/2703mW VDD_CPU_CV 1199mW/818mW VIN_SYS_5V0 3421mW/2968mW
11-05-2025 15:15:05 RAM 16762/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [4%@729,0%@729,0%@729,0%@729,95%@1728,0%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 29%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.406C soc2@41.937C soc0@42.562C gpu@41.343C tj@45.406C soc1@41.906C VDD_GPU_SOC 3198mW/2726mW VDD_CPU_CV 1199mW/835mW VIN_SYS_5V0 3321mW/2984mW
11-05-2025 15:15:06 RAM 16762/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,14%@1728,42%@1728,0%@1728,37%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 29%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.156C soc2@41.906C soc0@42.593C gpu@41.625C tj@45.156C soc1@41.843C VDD_GPU_SOC 3198mW/2746mW VDD_CPU_CV 1199mW/851mW VIN_SYS_5V0 3321mW/2999mW
11-05-2025 15:15:07 RAM 16762/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,0%@1728,92%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 29%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.156C soc2@41.968C soc0@42.562C gpu@41.625C tj@45.156C soc1@41.906C VDD_GPU_SOC 2798mW/2748mW VDD_CPU_CV 1199mW/866mW VIN_SYS_5V0 3321mW/3012mW
11-05-2025 15:15:08 RAM 16762/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 4%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.875C soc2@41.906C soc0@42.625C gpu@41.281C tj@44.875C soc1@41.812C VDD_GPU_SOC 2399mW/2734mW VDD_CPU_CV 399mW/847mW VIN_SYS_5V0 2712mW/3000mW
11-05-2025 15:15:09 RAM 16761/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [12%@729,2%@729,1%@729,1%@729,0%@1420,5%@1497,0%@1497,0%@1497,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.281C soc2@41.75C soc0@42.562C gpu@41.281C tj@45.281C soc1@41.843C VDD_GPU_SOC 1998mW/2706mW VDD_CPU_CV 399mW/830mW VIN_SYS_5V0 2712mW/2989mW
11-05-2025 15:15:10 RAM 16759/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,5%@729,1%@729,0%@729,0%@729,0%@729,1%@729,1%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.781C soc2@41.906C soc0@42.468C gpu@41.281C tj@44.781C soc1@41.812C VDD_GPU_SOC 1999mW/2680mW VDD_CPU_CV 399mW/814mW VIN_SYS_5V0 2411mW/2968mW
11-05-2025 15:15:11 RAM 16759/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,2%@729,0%@729,0%@729,0%@729,0%@729,1%@729,1%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45C soc2@41.781C soc0@42.5C gpu@41.281C tj@45C soc1@41.843C VDD_GPU_SOC 1999mW/2655mW VDD_CPU_CV 399mW/799mW VIN_SYS_5V0 2411mW/2948mW
11-05-2025 15:15:12 RAM 16759/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.156C soc2@41.875C soc0@42.406C gpu@41.281C tj@45.156C soc1@41.781C VDD_GPU_SOC 1999mW/2633mW VDD_CPU_CV 399mW/785mW VIN_SYS_5V0 2411mW/2929mW
11-05-2025 15:15:13 RAM 16759/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.843C soc2@41.843C soc0@42.437C gpu@41.281C tj@44.843C soc1@41.75C VDD_GPU_SOC 1999mW/2612mW VDD_CPU_CV 399mW/772mW VIN_SYS_5V0 2512mW/2915mW
11-05-2025 15:15:14 RAM 16757/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,9%@729,0%@729,0%@729,6%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.156C soc2@41.781C soc0@42.343C gpu@41.281C tj@45.156C soc1@41.75C VDD_GPU_SOC 1999mW/2592mW VDD_CPU_CV 399mW/760mW VIN_SYS_5V0 2712mW/2909mW
11-05-2025 15:15:15 RAM 16757/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,1%@729,4%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.687C soc2@41.875C soc0@42.437C gpu@41.281C tj@44.687C soc1@41.812C VDD_GPU_SOC 1999mW/2573mW VDD_CPU_CV 399mW/749mW VIN_SYS_5V0 2411mW/2893mW
11-05-2025 15:15:16 RAM 16757/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45C soc2@41.812C soc0@42.375C gpu@41.281C tj@45C soc1@41.687C VDD_GPU_SOC 1999mW/2556mW VDD_CPU_CV 399mW/738mW VIN_SYS_5V0 2411mW/2879mW
11-05-2025 15:15:17 RAM 16757/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,3%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.875C soc2@41.781C soc0@42.343C gpu@41.281C tj@44.875C soc1@41.75C VDD_GPU_SOC 1999mW/2540mW VDD_CPU_CV 399mW/728mW VIN_SYS_5V0 2411mW/2865mW
